"postal","nuts3_code","nuts2_code","nuts1_code"
"PO34","UKJ34","UKJ3","UKJ"
"PO35","UKJ34","UKJ3","UKJ"
"PO36","UKJ34","UKJ3","UKJ"
"PO37","UKJ34","UKJ3","UKJ"
"PO38","UKJ34","UKJ3","UKJ"
"PO39","UKJ34","UKJ3","UKJ"
"PO4","UKJ31","UKJ3","UKJ"
"PO40","UKJ34","UKJ3","UKJ"
"PO41","UKJ34","UKJ3","UKJ"
"PO5","UKJ31","UKJ3","UKJ"
"PO6","UKJ31","UKJ3","UKJ"
"PO7","UKJ35","UKJ3","UKJ"
"PO8","UKJ36","UKJ3","UKJ"
"PO9","UKJ35","UKJ3","UKJ"
"PR0","UKD45","UKD4","UKD"
"PR1","UKD45","UKD4","UKD"
"PR11","UKD45","UKD4","UKD"
"PR2","UKD45","UKD4","UKD"
"PR25","UKD45","UKD4","UKD"
"PR26","UKD47","UKD4","UKD"
"PR3","UKD44","UKD4","UKD"
"PR4","UKD45","UKD4","UKD"
"PR5","UKD45","UKD4","UKD"
"PR6","UKD47","UKD4","UKD"
"PR7","UKD47","UKD4","UKD"
"PR8","UKD73","UKD7","UKD"
"PR9","UKD73","UKD7","UKD"
"RG1","UKJ11","UKJ1","UKJ"
"RG10","UKJ11","UKJ1","UKJ"
"RG12","UKJ11","UKJ1","UKJ"
"RG14","UKJ11","UKJ1","UKJ"
"RG17","UKJ11","UKJ1","UKJ"
"RG18","UKJ11","UKJ1","UKJ"
"RG19","UKJ11","UKJ1","UKJ"
"RG2","UKJ11","UKJ1","UKJ"
"RG20","UKJ11","UKJ1","UKJ"
"RG21","UKJ37","UKJ3","UKJ"
"RG22","UKJ37","UKJ3","UKJ"
"RG23","UKJ37","UKJ3","UKJ"
"RG24","UKJ37","UKJ3","UKJ"
"RG25","UKJ37","UKJ3","UKJ"
"RG26","UKJ37","UKJ3","UKJ"
"RG27","UKJ37","UKJ3","UKJ"
"RG28","UKJ37","UKJ3","UKJ"
"RG29","UKJ37","UKJ3","UKJ"
"RG30","UKJ11","UKJ1","UKJ"
"RG31","UKJ11","UKJ1","UKJ"
"RG4","UKJ14","UKJ1","UKJ"
"RG40","UKJ11","UKJ1","UKJ"
"RG41","UKJ11","UKJ1","UKJ"
"RG42","UKJ11","UKJ1","UKJ"
"RG45","UKJ11","UKJ1","UKJ"
"RG5","UKJ11","UKJ1","UKJ"
"RG6","UKJ11","UKJ1","UKJ"
"RG7","UKJ11","UKJ1","UKJ"
"RG8","UKJ11","UKJ1","UKJ"
"RG9","UKJ14","UKJ1","UKJ"
"RH1","UKJ26","UKJ2","UKJ"
"RH10","UKJ28","UKJ2","UKJ"
"RH11","UKJ28","UKJ2","UKJ"
"RH12","UKJ28","UKJ2","UKJ"
"RH13","UKJ28","UKJ2","UKJ"
"RH14","UKJ27","UKJ2","UKJ"
"RH15","UKJ28","UKJ2","UKJ"
"RH16","UKJ28","UKJ2","UKJ"
"RH17","UKJ28","UKJ2","UKJ"
"RH18","UKJ22","UKJ2","UKJ"
"RH19","UKJ28","UKJ2","UKJ"
"RH2","UKJ26","UKJ2","UKJ"
"RH20","UKJ28","UKJ2","UKJ"
"RH3","UKJ26","UKJ2","UKJ"
"RH4","UKJ26","UKJ2","UKJ"
"RH5","UKJ26","UKJ2","UKJ"
"RH6","UKJ26","UKJ2","UKJ"
"RH7","UKJ26","UKJ2","UKJ"
"RH77","UKJ28","UKJ2","UKJ"
"RH8","UKJ26","UKJ2","UKJ"
"RH9","UKJ26","UKJ2","UKJ"
"RM1","UKI52","UKI5","UKI"
"RM10","UKI52","UKI5","UKI"
"RM11","UKI52","UKI5","UKI"
"RM12","UKI52","UKI5","UKI"
"RM13","UKI52","UKI5","UKI"
"RM14","UKI52","UKI5","UKI"
"RM15","UKH32","UKH3","UKH"
"RM16","UKH32","UKH3","UKH"
"RM17","UKH32","UKH3","UKH"
"RM18","UKH32","UKH3","UKH"
"RM19","UKH32","UKH3","UKH"
"RM2","UKI52","UKI5","UKI"
"RM20","UKH32","UKH3","UKH"
"RM3","UKI52","UKI5","UKI"
"RM4","UKI52","UKI5","UKI"
"RM5","UKI52","UKI5","UKI"
"RM6","UKI53","UKI5","UKI"
"RM7","UKI52","UKI5","UKI"
"RM8","UKI52","UKI5","UKI"
"RM9","UKI52","UKI5","UKI"
"S1","UKE32","UKE3","UKE"
"S10","UKE32","UKE3","UKE"
"S11","UKE32","UKE3","UKE"
"S12","UKE32","UKE3","UKE"
"S13","UKE32","UKE3","UKE"
"S14","UKE32","UKE3","UKE"
"S17","UKE32","UKE3","UKE"
"S18","UKF12","UKF1","UKF"
"S2","UKE32","UKE3","UKE"
"S20","UKE32","UKE3","UKE"
"S21","UKF12","UKF1","UKF"
"S25","UKE31","UKE3","UKE"
"S26","UKE31","UKE3","UKE"
"S3","UKE32","UKE3","UKE"
"S32","UKF13","UKF1","UKF"
"S33","UKF13","UKF1","UKF"
"S35","UKE32","UKE3","UKE"
"S36","UKE32","UKE3","UKE"
"S4","UKE32","UKE3","UKE"
"S40","UKF12","UKF1","UKF"
"S41","UKF12","UKF1","UKF"
"S42","UKF12","UKF1","UKF"
"S43","UKF12","UKF1","UKF"
"S44","UKF12","UKF1","UKF"
"S45","UKF12","UKF1","UKF"
"S49","UKF12","UKF1","UKF"
"S5","UKE32","UKE3","UKE"
"S6","UKE32","UKE3","UKE"
"S60","UKE31","UKE3","UKE"
"S61","UKE31","UKE3","UKE"
"S62","UKE31","UKE3","UKE"
"S63","UKE31","UKE3","UKE"
"S64","UKE31","UKE3","UKE"
"S65","UKE31","UKE3","UKE"
"S66","UKE31","UKE3","UKE"
"S7","UKE32","UKE3","UKE"
"S70","UKE31","UKE3","UKE"
"S71","UKE31","UKE3","UKE"
"S72","UKE31","UKE3","UKE"
"S73","UKE31","UKE3","UKE"
"S74","UKE31","UKE3","UKE"
"S75","UKE31","UKE3","UKE"
"S8","UKE32","UKE3","UKE"
"S80","UKF15","UKF1","UKF"
"S81","UKF15","UKF1","UKF"
"S9","UKE32","UKE3","UKE"
"S95","UKE31","UKE3","UKE"
"S96","UKE32","UKE3","UKE"
"S97","UKE31","UKE3","UKE"
"S98","UKE32","UKE3","UKE"
"S99","UKE32","UKE3","UKE"
"SA1","UKL18","UKL1","UKL"
"SA10","UKL17","UKL1","UKL"
"SA11","UKL17","UKL1","UKL"
"SA12","UKL17","UKL1","UKL"
"SA13","UKL17","UKL1","UKL"
"SA14","UKL14","UKL1","UKL"
"SA15","UKL14","UKL1","UKL"
"SA16","UKL14","UKL1","UKL"
"SA17","UKL14","UKL1","UKL"
"SA18","UKL14","UKL1","UKL"
"SA19","UKL14","UKL1","UKL"
"SA2","UKL18","UKL1","UKL"
"SA20","UKL14","UKL1","UKL"
"SA3","UKL18","UKL1","UKL"
"SA31","UKL14","UKL1","UKL"
"SA32","UKL14","UKL1","UKL"
"SA33","UKL14","UKL1","UKL"
"SA34","UKL14","UKL1","UKL"
"SA35","UKL14","UKL1","UKL"
"SA36","UKL14","UKL1","UKL"
"SA37","UKL14","UKL1","UKL"
"SA38","UKL14","UKL1","UKL"
"SA39","UKL14","UKL1","UKL"
"SA4","UKL18","UKL1","UKL"
"SA40","UKL14","UKL1","UKL"
"SA41","UKL14","UKL1","UKL"
"SA42","UKL14","UKL1","UKL"
"SA43","UKL14","UKL1","UKL"
"SA44","UKL14","UKL1","UKL"
"SA45","UKL14","UKL1","UKL"
"SA46","UKL14","UKL1","UKL"
"SA47","UKL14","UKL1","UKL"
"SA48","UKL14","UKL1","UKL"
"SA5","UKL18","UKL1","UKL"
"SA6","UKL18","UKL1","UKL"
"SA61","UKL14","UKL1","UKL"
"SA62","UKL14","UKL1","UKL"
"SA63","UKL14","UKL1","UKL"
"SA64","UKL14","UKL1","UKL"
"SA65","UKL14","UKL1","UKL"
"SA66","UKL14","UKL1","UKL"
"SA67","UKL14","UKL1","UKL"
"SA68","UKL14","UKL1","UKL"
"SA69","UKL14","UKL1","UKL"
"SA7","UKL18","UKL1","UKL"
"SA70","UKL14","UKL1","UKL"
"SA71","UKL14","UKL1","UKL"
"SA72","UKL14","UKL1","UKL"
"SA73","UKL14","UKL1","UKL"
"SA8","UKL17","UKL1","UKL"
"SA80","UKL18","UKL1","UKL"
"SA9","UKL17","UKL1","UKL"
"SA99","UKL18","UKL1","UKL"
"SE1","UKI44","UKI4","UKI"
"SE10","UKI51","UKI5","UKI"
"SE11","UKI45","UKI4","UKI"
"SE12","UKI44","UKI4","UKI"
"SE13","UKI44","UKI4","UKI"
"SE14","UKI44","UKI4","UKI"
"SE15","UKI44","UKI4","UKI"
"SE16","UKI44","UKI4","UKI"
"SE17","UKI44","UKI4","UKI"
"SE18","UKI51","UKI5","UKI"
"SE19","UKI62","UKI6","UKI"
"SE1P","UKI44","UKI4","UKI"
"SE2","UKI51","UKI5","UKI"
"SE20","UKI61","UKI6","UKI"
"SE21","UKI44","UKI4","UKI"
"SE22","UKI44","UKI4","UKI"
"SE23","UKI44","UKI4","UKI"
"SE24","UKI45","UKI4","UKI"
"SE25","UKI62","UKI6","UKI"
"SE26","UKI44","UKI4","UKI"
"SE27","UKI45","UKI4","UKI"
"SE28","UKI51","UKI5","UKI"
"SE3","UKI51","UKI5","UKI"
"SE4","UKI44","UKI4","UKI"
"SE5","UKI44","UKI4","UKI"
"SE6","UKI44","UKI4","UKI"
"SE7","UKI51","UKI5","UKI"
"SE8","UKI44","UKI4","UKI"
"SE9","UKI51","UKI5","UKI"
"SG1","UKH23","UKH2","UKH"
"SG10","UKH23","UKH2","UKH"
"SG11","UKH23","UKH2","UKH"
"SG12","UKH23","UKH2","UKH"
"SG13","UKH23","UKH2","UKH"
"SG14","UKH23","UKH2","UKH"
"SG15","UKH25","UKH2","UKH"
"SG16","UKH25","UKH2","UKH"
"SG17","UKH25","UKH2","UKH"
"SG18","UKH25","UKH2","UKH"
"SG19","UKH25","UKH2","UKH"
"SG2","UKH23","UKH2","UKH"
"SG3","UKH23","UKH2","UKH"
"SG4","UKH23","UKH2","UKH"
"SG5","UKH23","UKH2","UKH"
"SG6","UKH23","UKH2","UKH"
"SG7","UKH23","UKH2","UKH"
"SG8","UKH23","UKH2","UKH"
"SG9","UKH23","UKH2","UKH"
"SK1","UKD35","UKD3","UKD"
"SK10","UKD62","UKD6","UKD"
"SK11","UKD62","UKD6","UKD"
"SK12","UKD62","UKD6","UKD"
"SK13","UKF13","UKF1","UKF"
"SK14","UKD35","UKD3","UKD"
"SK15","UKD35","UKD3","UKD"
"SK16","UKD35","UKD3","UKD"
"SK17","UKF13","UKF1","UKF"
"SK2","UKD35","UKD3","UKD"
"SK22","UKF13","UKF1","UKF"
"SK23","UKF13","UKF1","UKF"
"SK3","UKD35","UKD3","UKD"
"SK4","UKD35","UKD3","UKD"
"SK5","UKD35","UKD3","UKD"
"SK6","UKD35","UKD3","UKD"
"SK7","UKD35","UKD3","UKD"
"SK8","UKD35","UKD3","UKD"
"SK9","UKD62","UKD6","UKD"
"SL0","UKJ13","UKJ1","UKJ"
"SL1","UKJ11","UKJ1","UKJ"
"SL2","UKJ13","UKJ1","UKJ"
"SL3","UKJ11","UKJ1","UKJ"
"SL4","UKJ11","UKJ1","UKJ"
"SL5","UKJ11","UKJ1","UKJ"
"SL6","UKJ11","UKJ1","UKJ"
"SL60","UKJ11","UKJ1","UKJ"
"SL7","UKJ13","UKJ1","UKJ"
"SL8","UKJ13","UKJ1","UKJ"
"SL9","UKJ13","UKJ1","UKJ"
"SL95","UKJ11","UKJ1","UKJ"
"SM1","UKI63","UKI6","UKI"
"SM2","UKI63","UKI6","UKI"
"SM3","UKI63","UKI6","UKI"
"SM4","UKI63","UKI6","UKI"
"SM5","UKI63","UKI6","UKI"
"SM6","UKI63","UKI6","UKI"
"SM7","UKI63","UKI6","UKI"
"SN1","UKK14","UKK1","UKK"
"SN10","UKK15","UKK1","UKK"
"SN11","UKK15","UKK1","UKK"
"SN12","UKK15","UKK1","UKK"
"SN13","UKK15","UKK1","UKK"
"SN14","UKK12","UKK1","UKK"
"SN15","UKK15","UKK1","UKK"
"SN16","UKK15","UKK1","UKK"
"SN2","UKK14","UKK1","UKK"
"SN25","UKK14","UKK1","UKK"
"SN26","UKK14","UKK1","UKK"
"SN3","UKK14","UKK1","UKK"
"SN38","UKK14","UKK1","UKK"
"SN4","UKK14","UKK1","UKK"
"SN5","UKK14","UKK1","UKK"
"SN6","UKK14","UKK1","UKK"
"SN7","UKJ14","UKJ1","UKJ"
"SN8","UKK15","UKK1","UKK"
"SN9","UKK15","UKK1","UKK"
"SN99","UKK14","UKK1","UKK"
"SO14","UKJ32","UKJ3","UKJ"
"SO15","UKJ32","UKJ3","UKJ"
"SO16","UKJ32","UKJ3","UKJ"
"SO17","UKJ32","UKJ3","UKJ"
"SO18","UKJ32","UKJ3","UKJ"
"SO19","UKJ32","UKJ3","UKJ"
"SO20","UKJ36","UKJ3","UKJ"
"SO21","UKJ36","UKJ3","UKJ"
"SO22","UKJ36","UKJ3","UKJ"
"SO23","UKJ36","UKJ3","UKJ"
"SO24","UKJ36","UKJ3","UKJ"
"SO25","UKJ36","UKJ3","UKJ"
"SO30","UKJ35","UKJ3","UKJ"
"SO31","UKJ35","UKJ3","UKJ"
"SO32","UKJ36","UKJ3","UKJ"
"SO40","UKJ36","UKJ3","UKJ"
"SO41","UKJ36","UKJ3","UKJ"
"SO42","UKJ36","UKJ3","UKJ"
"SO43","UKJ36","UKJ3","UKJ"
"SO45","UKJ36","UKJ3","UKJ"
"SO50","UKJ35","UKJ3","UKJ"
"SO51","UKJ36","UKJ3","UKJ"
"SO52","UKJ36","UKJ3","UKJ"
"SO53","UKJ35","UKJ3","UKJ"
"SO97","UKJ35","UKJ3","UKJ"
"SP1","UKK15","UKK1","UKK"
"SP10","UKJ36","UKJ3","UKJ"
"SP11","UKJ36","UKJ3","UKJ"
"SP2","UKK15","UKK1","UKK"
"SP3","UKK15","UKK1","UKK"
"SP4","UKK15","UKK1","UKK"
"SP5","UKK15","UKK1","UKK"
"SP6","UKJ36","UKJ3","UKJ"
"SP7","UKK22","UKK2","UKK"
"SP8","UKK22","UKK2","UKK"
"SP9","UKK15","UKK1","UKK"
"SR1","UKC23","UKC2","UKC"
"SR2","UKC23","UKC2","UKC"
"SR3","UKC23","UKC2","UKC"
"SR4","UKC23","UKC2","UKC"
"SR5","UKC23","UKC2","UKC"
"SR6","UKC22","UKC2","UKC"
"SR7","UKC14","UKC1","UKC"
"SR8","UKC14","UKC1","UKC"
"SR9","UKC23","UKC2","UKC"
"SS0","UKH31","UKH3","UKH"
"SS1","UKH31","UKH3","UKH"
"SS11","UKH37","UKH3","UKH"
"SS12","UKH37","UKH3","UKH"
"SS13","UKH37","UKH3","UKH"
"SS14","UKH37","UKH3","UKH"
"SS15","UKH37","UKH3","UKH"
"SS16","UKH37","UKH3","UKH"
"SS17","UKH32","UKH3","UKH"
"SS2","UKH31","UKH3","UKH"
"SS22","UKH31","UKH3","UKH"
"SS3","UKH37","UKH3","UKH"
"SS4","UKH37","UKH3","UKH"
"SS5","UKH37","UKH3","UKH"
"SS6","UKH37","UKH3","UKH"
"SS7","UKH37","UKH3","UKH"
"SS8","UKH37","UKH3","UKH"
"SS9","UKH31","UKH3","UKH"
"SS99","UKH31","UKH3","UKH"
"ST1","UKG23","UKG2","UKG"
"ST10","UKG24","UKG2","UKG"
"ST11","UKG24","UKG2","UKG"
"ST12","UKG23","UKG2","UKG"
"ST13","UKG24","UKG2","UKG"
"ST14","UKG24","UKG2","UKG"
"ST15","UKG24","UKG2","UKG"
"ST16","UKG24","UKG2","UKG"
"ST17","UKG24","UKG2","UKG"
"ST18","UKG24","UKG2","UKG"
"ST19","UKG24","UKG2","UKG"
"ST2","UKG23","UKG2","UKG"
"ST20","UKG24","UKG2","UKG"
"ST21","UKG24","UKG2","UKG"
"ST3","UKG23","UKG2","UKG"
"ST4","UKG23","UKG2","UKG"
"ST5","UKG24","UKG2","UKG"
"ST55","UKG24","UKG2","UKG"
"ST6","UKG23","UKG2","UKG"
"ST7","UKG24","UKG2","UKG"
"ST8","UKG24","UKG2","UKG"
"ST9","UKG24","UKG2","UKG"
"SW10","UKI33","UKI3","UKI"
"SW11","UKI34","UKI3","UKI"
"SW12","UKI34","UKI3","UKI"
"SW13","UKI75","UKI7","UKI"
"SW14","UKI75","UKI7","UKI"
"SW15","UKI34","UKI3","UKI"
"SW16","UKI45","UKI4","UKI"
"SW17","UKI34","UKI3","UKI"
"SW18","UKI34","UKI3","UKI"
"SW19","UKI63","UKI6","UKI"
"SW1A","UKI32","UKI3","UKI"
"SW1E","UKI32","UKI3","UKI"
"SW1H","UKI32","UKI3","UKI"
"SW1P","UKI32","UKI3","UKI"
"SW1V","UKI32","UKI3","UKI"
"SW1W","UKI32","UKI3","UKI"
"SW1X","UKI32","UKI3","UKI"
"SW1Y","UKI32","UKI3","UKI"
"SW2","UKI45","UKI4","UKI"
"SW20","UKI63","UKI6","UKI"
"SW3","UKI33","UKI3","UKI"
"SW4","UKI45","UKI4","UKI"
"SW5","UKI33","UKI3","UKI"
"SW6","UKI33","UKI3","UKI"
"SW7","UKI33","UKI3","UKI"
"SW8","UKI45","UKI4","UKI"
"SW9","UKI45","UKI4","UKI"
"SW95","UKI34","UKI3","UKI"
"SY1","UKG22","UKG2","UKG"
"SY10","UKG22","UKG2","UKG"
"SY11","UKG22","UKG2","UKG"
"SY12","UKG22","UKG2","UKG"
"SY13","UKL23","UKL2","UKL"
"SY14","UKD63","UKD6","UKD"
"SY15","UKG22","UKG2","UKG"
"SY16","UKL24","UKL2","UKL"
"SY17","UKL24","UKL2","UKL"
"SY18","UKL24","UKL2","UKL"
"SY19","UKL24","UKL2","UKL"
"SY2","UKG22","UKG2","UKG"
"SY20","UKL12","UKL1","UKL"
"SY21","UKL24","UKL2","UKL"
"SY22","UKL24","UKL2","UKL"
"SY23","UKL14","UKL1","UKL"
"SY24","UKL14","UKL1","UKL"
"SY25","UKL14","UKL1","UKL"
"SY3","UKG22","UKG2","UKG"
"SY4","UKG22","UKG2","UKG"
"SY5","UKG22","UKG2","UKG"
"SY6","UKG22","UKG2","UKG"
"SY7","UKG22","UKG2","UKG"
"SY8","UKG22","UKG2","UKG"
"SY9","UKG22","UKG2","UKG"
"SY99","UKG22","UKG2","UKG"
"TA1","UKK23","UKK2","UKK"
"TA10","UKK23","UKK2","UKK"
"TA11","UKK23","UKK2","UKK"
"TA12","UKK23","UKK2","UKK"
"TA13","UKK23","UKK2","UKK"
"TA14","UKK23","UKK2","UKK"
"TA15","UKK23","UKK2","UKK"
"TA16","UKK23","UKK2","UKK"
"TA17","UKK23","UKK2","UKK"
"TA18","UKK23","UKK2","UKK"
"TA19","UKK23","UKK2","UKK"
"TA2","UKK23","UKK2","UKK"
"TA20","UKK23","UKK2","UKK"
"TA21","UKK23","UKK2","UKK"
"TA22","UKK23","UKK2","UKK"
"TA23","UKK23","UKK2","UKK"
"TA24","UKK23","UKK2","UKK"
"TA3","UKK23","UKK2","UKK"
"TA4","UKK23","UKK2","UKK"
"TA5","UKK23","UKK2","UKK"
"TA6","UKK23","UKK2","UKK"
"TA7","UKK23","UKK2","UKK"
"TA8","UKK23","UKK2","UKK"
"TA9","UKK23","UKK2","UKK"
"TD1","UKM24","UKM2","UKM"
"TD10","UKM24","UKM2","UKM"
"TD11","UKM23","UKM2","UKM"
"TD12","UKC21","UKC2","UKC"
"TD13","UKM23","UKM2","UKM"
"TD14","UKM24","UKM2","UKM"
"TD15","UKC21","UKC2","UKC"
"TD2","UKM24","UKM2","UKM"
"TD3","UKM24","UKM2","UKM"
"TD4","UKM24","UKM2","UKM"
"TD5","UKM24","UKM2","UKM"
"TD6","UKM24","UKM2","UKM"
"TD7","UKM24","UKM2","UKM"
"TD8","UKM24","UKM2","UKM"
"TD9","UKM24","UKM2","UKM"
"TF1","UKG21","UKG2","UKG"
"TF10","UKG21","UKG2","UKG"
"TF11","UKG22","UKG2","UKG"
"TF12","UKG22","UKG2","UKG"
"TF13","UKG22","UKG2","UKG"
"TF2","UKG21","UKG2","UKG"
"TF3","UKG21","UKG2","UKG"
"TF4","UKG21","UKG2","UKG"
"TF5","UKG21","UKG2","UKG"
"TF6","UKG21","UKG2","UKG"
"TF7","UKG21","UKG2","UKG"
"TF8","UKG21","UKG2","UKG"
"TF9","UKG22","UKG2","UKG"
"TN1","UKJ46","UKJ4","UKJ"
"TN10","UKJ46","UKJ4","UKJ"
"TN11","UKJ46","UKJ4","UKJ"
"TN12","UKJ46","UKJ4","UKJ"
"TN13","UKJ46","UKJ4","UKJ"
"TN14","UKJ46","UKJ4","UKJ"
"TN15","UKJ46","UKJ4","UKJ"
"TN16","UKI61","UKI6","UKI"
"TN17","UKJ46","UKJ4","UKJ"
"TN18","UKJ46","UKJ4","UKJ"
"TN19","UKJ22","UKJ2","UKJ"
"TN2","UKJ46","UKJ4","UKJ"
"TN20","UKJ22","UKJ2","UKJ"
"TN21","UKJ22","UKJ2","UKJ"
"TN22","UKJ22","UKJ2","UKJ"
"TN23","UKJ45","UKJ4","UKJ"
"TN24","UKJ45","UKJ4","UKJ"
"TN25","UKJ45","UKJ4","UKJ"
"TN26","UKJ45","UKJ4","UKJ"
"TN27","UKJ45","UKJ4","UKJ"
"TN28","UKJ44","UKJ4","UKJ"
"TN29","UKJ44","UKJ4","UKJ"
"TN3","UKJ46","UKJ4","UKJ"
"TN30","UKJ45","UKJ4","UKJ"
"TN31","UKJ22","UKJ2","UKJ"
"TN32","UKJ22","UKJ2","UKJ"
"TN33","UKJ22","UKJ2","UKJ"
"TN34","UKJ22","UKJ2","UKJ"
"TN35","UKJ22","UKJ2","UKJ"
"TN36","UKJ22","UKJ2","UKJ"
"TN37","UKJ22","UKJ2","UKJ"
"TN38","UKJ22","UKJ2","UKJ"
"TN39","UKJ22","UKJ2","UKJ"
"TN4","UKJ46","UKJ4","UKJ"
"TN40","UKJ22","UKJ2","UKJ"
"TN5","UKJ22","UKJ2","UKJ"
"TN6","UKJ22","UKJ2","UKJ"
"TN7","UKJ22","UKJ2","UKJ"
"TN8","UKJ46","UKJ4","UKJ"
"TN9","UKJ46","UKJ4","UKJ"
"TQ1","UKK42","UKK4","UKK"
"TQ10","UKK43","UKK4","UKK"
"TQ11","UKK43","UKK4","UKK"
"TQ12","UKK43","UKK4","UKK"
"TQ13","UKK43","UKK4","UKK"
"TQ14","UKK43","UKK4","UKK"
"TQ2","UKK42","UKK4","UKK"
"TQ3","UKK42","UKK4","UKK"
"TQ4","UKK42","UKK4","UKK"
"TQ5","UKK42","UKK4","UKK"
"TQ6","UKK43","UKK4","UKK"
"TQ7","UKK43","UKK4","UKK"
"TQ8","UKK43","UKK4","UKK"
"TQ9","UKK43","UKK4","UKK"
"TR1","UKK30","UKK3","UKK"
"TR10","UKK30","UKK3","UKK"
"TR11","UKK30","UKK3","UKK"
"TR12","UKK30","UKK3","UKK"
"TR13","UKK30","UKK3","UKK"
"TR14","UKK30","UKK3","UKK"
"TR15","UKK30","UKK3","UKK"
"TR16","UKK30","UKK3","UKK"
"TR17","UKK30","UKK3","UKK"
"TR18","UKK30","UKK3","UKK"
"TR19","UKK30","UKK3","UKK"
"TR2","UKK30","UKK3","UKK"
"TR20","UKK30","UKK3","UKK"
"TR21","UKK30","UKK3","UKK"
"TR22","UKK30","UKK3","UKK"
"TR23","UKK30","UKK3","UKK"
"TR24","UKK30","UKK3","UKK"
"TR25","UKK30","UKK3","UKK"
"TR26","UKK30","UKK3","UKK"
"TR27","UKK30","UKK3","UKK"
"TR3","UKK30","UKK3","UKK"
"TR4","UKK30","UKK3","UKK"
"TR5","UKK30","UKK3","UKK"
"TR6","UKK30","UKK3","UKK"
"TR7","UKK30","UKK3","UKK"
"TR8","UKK30","UKK3","UKK"
"TR9","UKK30","UKK3","UKK"
"TS1","UKC12","UKC1","UKC"
"TS10","UKC12","UKC1","UKC"
"TS11","UKC12","UKC1","UKC"
"TS12","UKC12","UKC1","UKC"
"TS13","UKC12","UKC1","UKC"
"TS14","UKC12","UKC1","UKC"
"TS15","UKC11","UKC1","UKC"
"TS16","UKC11","UKC1","UKC"
"TS17","UKC11","UKC1","UKC"
"TS18","UKC11","UKC1","UKC"
"TS19","UKC11","UKC1","UKC"
"TS2","UKC11","UKC1","UKC"
"TS20","UKC11","UKC1","UKC"
"TS21","UKC11","UKC1","UKC"
"TS22","UKC11","UKC1","UKC"
"TS23","UKC11","UKC1","UKC"
"TS24","UKC11","UKC1","UKC"
"TS25","UKC11","UKC1","UKC"
"TS26","UKC11","UKC1","UKC"
"TS27","UKC11","UKC1","UKC"
"TS28","UKC14","UKC1","UKC"
"TS29","UKC14","UKC1","UKC"
"TS3","UKC12","UKC1","UKC"
"TS4","UKC12","UKC1","UKC"
"TS5","UKC12","UKC1","UKC"
"TS6","UKC12","UKC1","UKC"
"TS7","UKC12","UKC1","UKC"
"TS8","UKC12","UKC1","UKC"
"TS9","UKE22","UKE2","UKE"
"TW1","UKI75","UKI7","UKI"
"TW10","UKI75","UKI7","UKI"
"TW11","UKI75","UKI7","UKI"
"TW12","UKI75","UKI7","UKI"
"TW13","UKI75","UKI7","UKI"
"TW14","UKI75","UKI7","UKI"
"TW15","UKJ25","UKJ2","UKJ"
"TW16","UKJ25","UKJ2","UKJ"
"TW17","UKJ25","UKJ2","UKJ"
"TW18","UKJ25","UKJ2","UKJ"
"TW19","UKJ25","UKJ2","UKJ"
"TW2","UKI75","UKI7","UKI"
"TW20","UKJ25","UKJ2","UKJ"
"TW3","UKI75","UKI7","UKI"
"TW4","UKI75","UKI7","UKI"
"TW5","UKI75","UKI7","UKI"
"TW6","UKI74","UKI7","UKI"
"TW7","UKI75","UKI7","UKI"
"TW8","UKI75","UKI7","UKI"
"TW9","UKI75","UKI7","UKI"
"UB1","UKI73","UKI7","UKI"
"UB10","UKI74","UKI7","UKI"
"UB11","UKI74","UKI7","UKI"
"UB18","UKI73","UKI7","UKI"
"UB2","UKI73","UKI7","UKI"
"UB3","UKI74","UKI7","UKI"
"UB4","UKI74","UKI7","UKI"
"UB5","UKI73","UKI7","UKI"
"UB6","UKI73","UKI7","UKI"
"UB7","UKI74","UKI7","UKI"
"UB8","UKI74","UKI7","UKI"
"UB9","UKI74","UKI7","UKI"
"W10","UKI33","UKI3","UKI"
"W11","UKI33","UKI3","UKI"
"W12","UKI33","UKI3","UKI"
"W13","UKI73","UKI7","UKI"
"W14","UKI33","UKI3","UKI"
"W1A","UKI32","UKI3","UKI"
"W1B","UKI32","UKI3","UKI"
"W1C","UKI32","UKI3","UKI"
"W1D","UKI32","UKI3","UKI"
"W1F","UKI32","UKI3","UKI"
"W1G","UKI32","UKI3","UKI"
"W1H","UKI32","UKI3","UKI"
"W1J","UKI32","UKI3","UKI"
"W1K","UKI32","UKI3","UKI"
"W1S","UKI32","UKI3","UKI"
"W1T","UKI31","UKI3","UKI"
"W1U","UKI32","UKI3","UKI"
"W1W","UKI32","UKI3","UKI"
"W2","UKI32","UKI3","UKI"
"W3","UKI73","UKI7","UKI"
"W4","UKI75","UKI7","UKI"
"W5","UKI73","UKI7","UKI"
"W6","UKI33","UKI3","UKI"
"W7","UKI73","UKI7","UKI"
"W8","UKI33","UKI3","UKI"
"W9","UKI32","UKI3","UKI"
"WA1","UKD61","UKD6","UKD"
"WA10","UKD71","UKD7","UKD"
"WA11","UKD71","UKD7","UKD"
"WA12","UKD71","UKD7","UKD"
"WA13","UKD61","UKD6","UKD"
"WA14","UKD34","UKD3","UKD"
"WA15","UKD34","UKD3","UKD"
"WA16","UKD62","UKD6","UKD"
"WA2","UKD61","UKD6","UKD"
"WA3","UKD61","UKD6","UKD"
