"postal","nuts3_code","nuts2_code","nuts1_code"
"DT5","UKK22","UKK2","UKK"
"DT6","UKK22","UKK2","UKK"
"DT7","UKK43","UKK4","UKK"
"DT8","UKK22","UKK2","UKK"
"DT9","UKK22","UKK2","UKK"
"DY1","UKG36","UKG3","UKG"
"DY10","UKG12","UKG1","UKG"
"DY11","UKG12","UKG1","UKG"
"DY12","UKG12","UKG1","UKG"
"DY13","UKG12","UKG1","UKG"
"DY14","UKG12","UKG1","UKG"
"DY2","UKG36","UKG3","UKG"
"DY3","UKG36","UKG3","UKG"
"DY4","UKG37","UKG3","UKG"
"DY5","UKG36","UKG3","UKG"
"DY6","UKG36","UKG3","UKG"
"DY7","UKG24","UKG2","UKG"
"DY8","UKG36","UKG3","UKG"
"DY9","UKG36","UKG3","UKG"
"E1","UKI42","UKI4","UKI"
"E10","UKI53","UKI5","UKI"
"E11","UKI53","UKI5","UKI"
"E12","UKI41","UKI4","UKI"
"E13","UKI41","UKI4","UKI"
"E14","UKI42","UKI4","UKI"
"E15","UKI41","UKI4","UKI"
"E16","UKI41","UKI4","UKI"
"E17","UKI53","UKI5","UKI"
"E18","UKI53","UKI5","UKI"
"E1W","UKI42","UKI4","UKI"
"E2","UKI42","UKI4","UKI"
"E20","UKI41","UKI4","UKI"
"E3","UKI42","UKI4","UKI"
"E4","UKI53","UKI5","UKI"
"E5","UKI41","UKI4","UKI"
"E6","UKI41","UKI4","UKI"
"E7","UKI41","UKI4","UKI"
"E8","UKI41","UKI4","UKI"
"E9","UKI41","UKI4","UKI"
"E98","UKI42","UKI4","UKI"
"EC1A","UKI31","UKI3","UKI"
"EC1M","UKI43","UKI4","UKI"
"EC1N","UKI31","UKI3","UKI"
"EC1P","UKI43","UKI4","UKI"
"EC1R","UKI43","UKI4","UKI"
"EC1V","UKI43","UKI4","UKI"
"EC1Y","UKI43","UKI4","UKI"
"EC2A","UKI41","UKI4","UKI"
"EC2M","UKI31","UKI3","UKI"
"EC2N","UKI31","UKI3","UKI"
"EC2P","UKI31","UKI3","UKI"
"EC2R","UKI31","UKI3","UKI"
"EC2V","UKI31","UKI3","UKI"
"EC2Y","UKI31","UKI3","UKI"
"EC3A","UKI31","UKI3","UKI"
"EC3M","UKI31","UKI3","UKI"
"EC3N","UKI31","UKI3","UKI"
"EC3P","UKI43","UKI4","UKI"
"EC3R","UKI31","UKI3","UKI"
"EC3V","UKI31","UKI3","UKI"
"EC4A","UKI31","UKI3","UKI"
"EC4M","UKI31","UKI3","UKI"
"EC4N","UKI31","UKI3","UKI"
"EC4P","UKI43","UKI4","UKI"
"EC4R","UKI31","UKI3","UKI"
"EC4V","UKI31","UKI3","UKI"
"EC4Y","UKI31","UKI3","UKI"
"EH1","UKM25","UKM2","UKM"
"EH10","UKM25","UKM2","UKM"
"EH11","UKM25","UKM2","UKM"
"EH12","UKM25","UKM2","UKM"
"EH13","UKM25","UKM2","UKM"
"EH14","UKM25","UKM2","UKM"
"EH15","UKM25","UKM2","UKM"
"EH16","UKM25","UKM2","UKM"
"EH17","UKM25","UKM2","UKM"
"EH18","UKM25","UKM2","UKM"
"EH19","UKM23","UKM2","UKM"
"EH2","UKM25","UKM2","UKM"
"EH20","UKM23","UKM2","UKM"
"EH21","UKM23","UKM2","UKM"
"EH22","UKM23","UKM2","UKM"
"EH23","UKM23","UKM2","UKM"
"EH24","UKM23","UKM2","UKM"
"EH25","UKM23","UKM2","UKM"
"EH26","UKM23","UKM2","UKM"
"EH27","UKM25","UKM2","UKM"
"EH28","UKM25","UKM2","UKM"
"EH29","UKM25","UKM2","UKM"
"EH3","UKM25","UKM2","UKM"
"EH30","UKM25","UKM2","UKM"
"EH31","UKM23","UKM2","UKM"
"EH32","UKM23","UKM2","UKM"
"EH33","UKM23","UKM2","UKM"
"EH34","UKM23","UKM2","UKM"
"EH35","UKM23","UKM2","UKM"
"EH36","UKM23","UKM2","UKM"
"EH37","UKM23","UKM2","UKM"
"EH38","UKM24","UKM2","UKM"
"EH39","UKM23","UKM2","UKM"
"EH4","UKM25","UKM2","UKM"
"EH40","UKM23","UKM2","UKM"
"EH41","UKM23","UKM2","UKM"
"EH42","UKM23","UKM2","UKM"
"EH43","UKM24","UKM2","UKM"
"EH44","UKM24","UKM2","UKM"
"EH45","UKM24","UKM2","UKM"
"EH46","UKM24","UKM2","UKM"
"EH47","UKM28","UKM2","UKM"
"EH48","UKM28","UKM2","UKM"
"EH49","UKM28","UKM2","UKM"
"EH5","UKM25","UKM2","UKM"
"EH51","UKM26","UKM2","UKM"
"EH52","UKM28","UKM2","UKM"
"EH53","UKM28","UKM2","UKM"
"EH54","UKM28","UKM2","UKM"
"EH55","UKM28","UKM2","UKM"
"EH6","UKM25","UKM2","UKM"
"EH7","UKM25","UKM2","UKM"
"EH8","UKM25","UKM2","UKM"
"EH9","UKM25","UKM2","UKM"
"EH91","UKM25","UKM2","UKM"
"EH95","UKM25","UKM2","UKM"
"EH99","UKM25","UKM2","UKM"
"EN1","UKI54","UKI5","UKI"
"EN10","UKH23","UKH2","UKH"
"EN11","UKH23","UKH2","UKH"
"EN2","UKI54","UKI5","UKI"
"EN3","UKI54","UKI5","UKI"
"EN4","UKI54","UKI5","UKI"
"EN5","UKI71","UKI7","UKI"
"EN6","UKH23","UKH2","UKH"
"EN7","UKH23","UKH2","UKH"
"EN77","UKK30","UKK3","UKK"
"EN8","UKH23","UKH2","UKH"
"EN9","UKH35","UKH3","UKH"
"EX1","UKK43","UKK4","UKK"
"EX10","UKK43","UKK4","UKK"
"EX11","UKK43","UKK4","UKK"
"EX12","UKK43","UKK4","UKK"
"EX13","UKK43","UKK4","UKK"
"EX14","UKK43","UKK4","UKK"
"EX15","UKK43","UKK4","UKK"
"EX16","UKK43","UKK4","UKK"
"EX17","UKK43","UKK4","UKK"
"EX18","UKK43","UKK4","UKK"
"EX19","UKK43","UKK4","UKK"
"EX2","UKK43","UKK4","UKK"
"EX20","UKK43","UKK4","UKK"
"EX21","UKK43","UKK4","UKK"
"EX22","UKK43","UKK4","UKK"
"EX23","UKK30","UKK3","UKK"
"EX24","UKK43","UKK4","UKK"
"EX3","UKK43","UKK4","UKK"
"EX31","UKK43","UKK4","UKK"
"EX32","UKK43","UKK4","UKK"
"EX33","UKK43","UKK4","UKK"
"EX34","UKK43","UKK4","UKK"
"EX35","UKK43","UKK4","UKK"
"EX36","UKK43","UKK4","UKK"
"EX37","UKK43","UKK4","UKK"
"EX38","UKK43","UKK4","UKK"
"EX39","UKK43","UKK4","UKK"
"EX4","UKK43","UKK4","UKK"
"EX5","UKK43","UKK4","UKK"
"EX6","UKK43","UKK4","UKK"
"EX7","UKK43","UKK4","UKK"
"EX8","UKK43","UKK4","UKK"
"EX9","UKK43","UKK4","UKK"
"FK1","UKM26","UKM2","UKM"
"FK10","UKM22","UKM2","UKM"
"FK11","UKM22","UKM2","UKM"
"FK12","UKM22","UKM2","UKM"
"FK13","UKM22","UKM2","UKM"
"FK14","UKM22","UKM2","UKM"
"FK15","UKM27","UKM2","UKM"
"FK16","UKM27","UKM2","UKM"
"FK17","UKM27","UKM2","UKM"
"FK18","UKM27","UKM2","UKM"
"FK19","UKM27","UKM2","UKM"
"FK2","UKM26","UKM2","UKM"
"FK20","UKM27","UKM2","UKM"
"FK21","UKM27","UKM2","UKM"
"FK3","UKM26","UKM2","UKM"
"FK4","UKM26","UKM2","UKM"
"FK5","UKM26","UKM2","UKM"
"FK6","UKM26","UKM2","UKM"
"FK7","UKM27","UKM2","UKM"
"FK8","UKM27","UKM2","UKM"
"FK9","UKM27","UKM2","UKM"
"FY0","UKD45","UKD4","UKD"
"FY1","UKD42","UKD4","UKD"
"FY2","UKD42","UKD4","UKD"
"FY3","UKD42","UKD4","UKD"
"FY4","UKD42","UKD4","UKD"
"FY5","UKD42","UKD4","UKD"
"FY6","UKD44","UKD4","UKD"
"FY7","UKD44","UKD4","UKD"
"FY8","UKD45","UKD4","UKD"
"G1","UKM34","UKM3","UKM"
"G11","UKM34","UKM3","UKM"
"G12","UKM34","UKM3","UKM"
"G13","UKM34","UKM3","UKM"
"G14","UKM34","UKM3","UKM"
"G15","UKM34","UKM3","UKM"
"G2","UKM34","UKM3","UKM"
"G20","UKM34","UKM3","UKM"
"G21","UKM34","UKM3","UKM"
"G22","UKM34","UKM3","UKM"
"G23","UKM34","UKM3","UKM"
"G3","UKM34","UKM3","UKM"
"G31","UKM34","UKM3","UKM"
"G32","UKM34","UKM3","UKM"
"G33","UKM34","UKM3","UKM"
"G34","UKM34","UKM3","UKM"
"G4","UKM34","UKM3","UKM"
"G40","UKM34","UKM3","UKM"
"G41","UKM34","UKM3","UKM"
"G42","UKM34","UKM3","UKM"
"G43","UKM34","UKM3","UKM"
"G44","UKM34","UKM3","UKM"
"G45","UKM34","UKM3","UKM"
"G46","UKM34","UKM3","UKM"
"G5","UKM34","UKM3","UKM"
"G51","UKM34","UKM3","UKM"
"G52","UKM34","UKM3","UKM"
"G53","UKM34","UKM3","UKM"
"G58","UKM34","UKM3","UKM"
"G60","UKM31","UKM3","UKM"
"G61","UKM31","UKM3","UKM"
"G62","UKM31","UKM3","UKM"
"G63","UKM31","UKM3","UKM"
"G64","UKM31","UKM3","UKM"
"G65","UKM36","UKM3","UKM"
"G66","UKM31","UKM3","UKM"
"G67","UKM36","UKM3","UKM"
"G68","UKM36","UKM3","UKM"
"G69","UKM34","UKM3","UKM"
"G70","UKM36","UKM3","UKM"
"G71","UKM34","UKM3","UKM"
"G72","UKM38","UKM3","UKM"
"G73","UKM38","UKM3","UKM"
"G74","UKM38","UKM3","UKM"
"G75","UKM38","UKM3","UKM"
"G76","UKM35","UKM3","UKM"
"G77","UKM35","UKM3","UKM"
"G78","UKM35","UKM3","UKM"
"G79","UKM38","UKM3","UKM"
"G81","UKM31","UKM3","UKM"
"G82","UKM31","UKM3","UKM"
"G83","UKM31","UKM3","UKM"
"G84","UKM63","UKM6","UKM"
"G9","UKM34","UKM3","UKM"
"G90","UKM34","UKM3","UKM"
"GL1","UKK13","UKK1","UKK"
"GL10","UKK13","UKK1","UKK"
"GL11","UKK13","UKK1","UKK"
"GL12","UKK12","UKK1","UKK"
"GL13","UKK13","UKK1","UKK"
"GL14","UKK13","UKK1","UKK"
"GL15","UKK13","UKK1","UKK"
"GL16","UKK13","UKK1","UKK"
"GL17","UKK13","UKK1","UKK"
"GL18","UKK13","UKK1","UKK"
"GL19","UKK13","UKK1","UKK"
"GL2","UKK13","UKK1","UKK"
"GL20","UKG12","UKG1","UKG"
"GL3","UKK13","UKK1","UKK"
"GL4","UKK13","UKK1","UKK"
"GL5","UKK13","UKK1","UKK"
"GL50","UKK13","UKK1","UKK"
"GL51","UKK13","UKK1","UKK"
"GL52","UKK13","UKK1","UKK"
"GL53","UKK13","UKK1","UKK"
"GL54","UKK13","UKK1","UKK"
"GL55","UKK13","UKK1","UKK"
"GL56","UKK13","UKK1","UKK"
"GL6","UKK13","UKK1","UKK"
"GL7","UKK13","UKK1","UKK"
"GL8","UKK13","UKK1","UKK"
"GL9","UKK12","UKK1","UKK"
"GU1","UKJ25","UKJ2","UKJ"
"GU10","UKJ25","UKJ2","UKJ"
"GU11","UKJ37","UKJ3","UKJ"
"GU12","UKJ25","UKJ2","UKJ"
"GU14","UKJ37","UKJ3","UKJ"
"GU15","UKJ25","UKJ2","UKJ"
"GU16","UKJ25","UKJ2","UKJ"
"GU17","UKJ37","UKJ3","UKJ"
"GU18","UKJ25","UKJ2","UKJ"
"GU19","UKJ25","UKJ2","UKJ"
"GU2","UKJ25","UKJ2","UKJ"
"GU20","UKJ25","UKJ2","UKJ"
"GU21","UKJ25","UKJ2","UKJ"
"GU22","UKJ25","UKJ2","UKJ"
"GU23","UKJ25","UKJ2","UKJ"
"GU24","UKJ25","UKJ2","UKJ"
"GU25","UKJ25","UKJ2","UKJ"
"GU26","UKJ25","UKJ2","UKJ"
"GU27","UKJ25","UKJ2","UKJ"
"GU28","UKJ27","UKJ2","UKJ"
"GU29","UKJ27","UKJ2","UKJ"
"GU3","UKJ25","UKJ2","UKJ"
"GU30","UKJ27","UKJ2","UKJ"
"GU31","UKJ27","UKJ2","UKJ"
"GU32","UKJ36","UKJ3","UKJ"
"GU33","UKJ36","UKJ3","UKJ"
"GU34","UKJ36","UKJ3","UKJ"
"GU35","UKJ36","UKJ3","UKJ"
"GU4","UKJ25","UKJ2","UKJ"
"GU46","UKJ37","UKJ3","UKJ"
"GU47","UKJ11","UKJ1","UKJ"
"GU5","UKJ25","UKJ2","UKJ"
"GU51","UKJ37","UKJ3","UKJ"
"GU52","UKJ37","UKJ3","UKJ"
"GU6","UKJ25","UKJ2","UKJ"
"GU7","UKJ25","UKJ2","UKJ"
"GU8","UKJ25","UKJ2","UKJ"
"GU9","UKJ25","UKJ2","UKJ"
"GU95","UKJ25","UKJ2","UKJ"
"HA0","UKI72","UKI7","UKI"
"HA1","UKI74","UKI7","UKI"
"HA2","UKI74","UKI7","UKI"
"HA3","UKI74","UKI7","UKI"
"HA4","UKI74","UKI7","UKI"
"HA5","UKI74","UKI7","UKI"
"HA6","UKI74","UKI7","UKI"
"HA7","UKI74","UKI7","UKI"
"HA8","UKI71","UKI7","UKI"
"HA9","UKI72","UKI7","UKI"
"HD1","UKE44","UKE4","UKE"
"HD2","UKE44","UKE4","UKE"
"HD3","UKE44","UKE4","UKE"
"HD4","UKE44","UKE4","UKE"
"HD5","UKE44","UKE4","UKE"
"HD6","UKE44","UKE4","UKE"
"HD7","UKE44","UKE4","UKE"
"HD8","UKE44","UKE4","UKE"
"HD9","UKE44","UKE4","UKE"
"HG1","UKE22","UKE2","UKE"
"HG2","UKE22","UKE2","UKE"
"HG3","UKE22","UKE2","UKE"
"HG4","UKE22","UKE2","UKE"
"HG5","UKE22","UKE2","UKE"
"HP1","UKH23","UKH2","UKH"
"HP10","UKJ13","UKJ1","UKJ"
"HP11","UKJ13","UKJ1","UKJ"
"HP12","UKJ13","UKJ1","UKJ"
"HP13","UKJ13","UKJ1","UKJ"
"HP14","UKJ13","UKJ1","UKJ"
"HP15","UKJ13","UKJ1","UKJ"
"HP16","UKJ13","UKJ1","UKJ"
"HP17","UKJ13","UKJ1","UKJ"
"HP18","UKJ13","UKJ1","UKJ"
"HP19","UKJ13","UKJ1","UKJ"
"HP2","UKH23","UKH2","UKH"
"HP20","UKJ13","UKJ1","UKJ"
"HP21","UKJ13","UKJ1","UKJ"
"HP22","UKJ13","UKJ1","UKJ"
"HP23","UKH23","UKH2","UKH"
"HP27","UKJ13","UKJ1","UKJ"
"HP3","UKH23","UKH2","UKH"
"HP4","UKH23","UKH2","UKH"
"HP5","UKJ13","UKJ1","UKJ"
"HP6","UKJ13","UKJ1","UKJ"
"HP7","UKJ13","UKJ1","UKJ"
"HP8","UKJ13","UKJ1","UKJ"
"HP9","UKJ13","UKJ1","UKJ"
"HR1","UKG11","UKG1","UKG"
"HR2","UKG11","UKG1","UKG"
"HR3","UKG11","UKG1","UKG"
"HR4","UKG11","UKG1","UKG"
"HR5","UKG11","UKG1","UKG"
"HR6","UKG11","UKG1","UKG"
"HR7","UKG11","UKG1","UKG"
"HR8","UKG11","UKG1","UKG"
"HR9","UKG11","UKG1","UKG"
"HS1","UKM64","UKM6","UKM"
"HS2","UKM64","UKM6","UKM"
"HS3","UKM64","UKM6","UKM"
"HS4","UKM64","UKM6","UKM"
"HS5","UKM64","UKM6","UKM"
"HS6","UKM64","UKM6","UKM"
"HS7","UKM64","UKM6","UKM"
"HS8","UKM64","UKM6","UKM"
"HS9","UKM64","UKM6","UKM"
"HU1","UKE11","UKE1","UKE"
"HU10","UKE12","UKE1","UKE"
"HU11","UKE12","UKE1","UKE"
"HU12","UKE12","UKE1","UKE"
"HU13","UKE12","UKE1","UKE"
"HU14","UKE12","UKE1","UKE"
"HU15","UKE12","UKE1","UKE"
"HU16","UKE12","UKE1","UKE"
"HU17","UKE12","UKE1","UKE"
"HU18","UKE12","UKE1","UKE"
"HU19","UKE12","UKE1","UKE"
"HU2","UKE11","UKE1","UKE"
"HU20","UKE12","UKE1","UKE"
"HU3","UKE11","UKE1","UKE"
"HU4","UKE11","UKE1","UKE"
"HU5","UKE11","UKE1","UKE"
"HU6","UKE11","UKE1","UKE"
"HU7","UKE11","UKE1","UKE"
"HU8","UKE11","UKE1","UKE"
"HU9","UKE11","UKE1","UKE"
"HX1","UKE44","UKE4","UKE"
"HX2","UKE44","UKE4","UKE"
"HX3","UKE44","UKE4","UKE"
"HX4","UKE44","UKE4","UKE"
"HX5","UKE44","UKE4","UKE"
"HX6","UKE44","UKE4","UKE"
"HX7","UKE44","UKE4","UKE"
"IG1","UKI53","UKI5","UKI"
"IG10","UKH35","UKH3","UKH"
"IG11","UKI52","UKI5","UKI"
"IG2","UKI53","UKI5","UKI"
"IG3","UKI53","UKI5","UKI"
"IG4","UKI53","UKI5","UKI"
"IG5","UKI53","UKI5","UKI"
"IG6","UKI53","UKI5","UKI"
"IG7","UKI53","UKI5","UKI"
"IG8","UKI53","UKI5","UKI"
"IG9","UKI53","UKI5","UKI"
"IP1","UKH14","UKH1","UKH"
"IP10","UKH14","UKH1","UKH"
"IP11","UKH14","UKH1","UKH"
"IP12","UKH14","UKH1","UKH"
"IP13","UKH14","UKH1","UKH"
"IP14","UKH14","UKH1","UKH"
"IP15","UKH14","UKH1","UKH"
"IP16","UKH14","UKH1","UKH"
"IP17","UKH14","UKH1","UKH"
"IP18","UKH14","UKH1","UKH"
"IP19","UKH14","UKH1","UKH"
"IP2","UKH14","UKH1","UKH"
"IP20","UKH14","UKH1","UKH"
"IP21","UKH14","UKH1","UKH"
"IP22","UKH14","UKH1","UKH"
"IP23","UKH14","UKH1","UKH"
"IP24","UKH17","UKH1","UKH"
"IP25","UKH17","UKH1","UKH"
"IP26","UKH17","UKH1","UKH"
"IP27","UKH14","UKH1","UKH"
"IP28","UKH14","UKH1","UKH"
"IP29","UKH14","UKH1","UKH"
"IP3","UKH14","UKH1","UKH"
"IP30","UKH14","UKH1","UKH"
"IP31","UKH14","UKH1","UKH"
"IP32","UKH14","UKH1","UKH"
"IP33","UKH14","UKH1","UKH"
"IP4","UKH14","UKH1","UKH"
"IP5","UKH14","UKH1","UKH"
"IP6","UKH14","UKH1","UKH"
"IP7","UKH14","UKH1","UKH"
"IP8","UKH14","UKH1","UKH"
"IP9","UKH14","UKH1","UKH"
"IP98","UKH17","UKH1","UKH"
"IV1","UKM61","UKM6","UKM"
"IV10","UKM61","UKM6","UKM"
"IV11","UKM61","UKM6","UKM"
"IV12","UKM62","UKM6","UKM"
"IV13","UKM62","UKM6","UKM"
"IV14","UKM61","UKM6","UKM"
"IV15","UKM61","UKM6","UKM"
"IV16","UKM61","UKM6","UKM"
"IV17","UKM61","UKM6","UKM"
"IV18","UKM61","UKM6","UKM"
"IV19","UKM61","UKM6","UKM"
"IV2","UKM62","UKM6","UKM"
"IV20","UKM61","UKM6","UKM"
"IV21","UKM61","UKM6","UKM"
"IV22","UKM61","UKM6","UKM"
"IV23","UKM61","UKM6","UKM"
"IV24","UKM61","UKM6","UKM"
"IV25","UKM61","UKM6","UKM"
"IV26","UKM61","UKM6","UKM"
"IV27","UKM61","UKM6","UKM"
"IV28","UKM61","UKM6","UKM"
"IV3","UKM62","UKM6","UKM"
"IV30","UKM62","UKM6","UKM"
"IV31","UKM62","UKM6","UKM"
"IV32","UKM62","UKM6","UKM"
"IV36","UKM62","UKM6","UKM"
"IV4","UKM62","UKM6","UKM"
"IV40","UKM63","UKM6","UKM"
"IV41","UKM63","UKM6","UKM"
"IV42","UKM63","UKM6","UKM"
"IV43","UKM63","UKM6","UKM"
"IV44","UKM63","UKM6","UKM"
"IV45","UKM63","UKM6","UKM"
"IV46","UKM63","UKM6","UKM"
"IV47","UKM63","UKM6","UKM"
"IV48","UKM63","UKM6","UKM"
"IV49","UKM63","UKM6","UKM"
"IV5","UKM62","UKM6","UKM"
"IV51","UKM63","UKM6","UKM"
"IV52","UKM61","UKM6","UKM"
"IV53","UKM61","UKM6","UKM"
"IV54","UKM61","UKM6","UKM"
"IV55","UKM63","UKM6","UKM"
"IV56","UKM63","UKM6","UKM"
"IV6","UKM61","UKM6","UKM"
"IV63","UKM62","UKM6","UKM"
"IV7","UKM61","UKM6","UKM"
"IV8","UKM61","UKM6","UKM"
"IV9","UKM61","UKM6","UKM"
"IV99","UKM62","UKM6","UKM"
"KA1","UKM33","UKM3","UKM"
"KA10","UKM37","UKM3","UKM"
"KA11","UKM33","UKM3","UKM"
"KA12","UKM33","UKM3","UKM"
"KA13","UKM33","UKM3","UKM"
"KA14","UKM33","UKM3","UKM"
"KA15","UKM33","UKM3","UKM"
"KA16","UKM33","UKM3","UKM"
"KA17","UKM33","UKM3","UKM"
"KA18","UKM33","UKM3","UKM"
"KA19","UKM37","UKM3","UKM"
"KA2","UKM33","UKM3","UKM"
"KA20","UKM33","UKM3","UKM"
"KA21","UKM33","UKM3","UKM"
"KA22","UKM33","UKM3","UKM"
"KA23","UKM33","UKM3","UKM"
"KA24","UKM33","UKM3","UKM"
"KA25","UKM33","UKM3","UKM"
"KA26","UKM37","UKM3","UKM"
"KA27","UKM33","UKM3","UKM"
"KA28","UKM33","UKM3","UKM"
"KA29","UKM33","UKM3","UKM"
"KA3","UKM33","UKM3","UKM"
"KA30","UKM33","UKM3","UKM"
"KA4","UKM33","UKM3","UKM"
"KA5","UKM33","UKM3","UKM"
"KA6","UKM33","UKM3","UKM"
"KA7","UKM37","UKM3","UKM"
"KA8","UKM37","UKM3","UKM"
"KA9","UKM37","UKM3","UKM"
"KT1","UKI63","UKI6","UKI"
"KT10","UKJ25","UKJ2","UKJ"
"KT11","UKJ25","UKJ2","UKJ"
"KT12","UKJ25","UKJ2","UKJ"
"KT13","UKJ25","UKJ2","UKJ"
"KT14","UKJ25","UKJ2","UKJ"
"KT15","UKJ25","UKJ2","UKJ"
"KT16","UKJ25","UKJ2","UKJ"
"KT17","UKJ26","UKJ2","UKJ"
"KT18","UKJ26","UKJ2","UKJ"
"KT19","UKJ26","UKJ2","UKJ"
"KT2","UKI63","UKI6","UKI"
"KT20","UKJ26","UKJ2","UKJ"
"KT21","UKJ26","UKJ2","UKJ"
"KT22","UKJ26","UKJ2","UKJ"
"KT23","UKJ26","UKJ2","UKJ"
"KT24","UKJ25","UKJ2","UKJ"
"KT3","UKI63","UKI6","UKI"
"KT4","UKI63","UKI6","UKI"
"KT5","UKI63","UKI6","UKI"
"KT6","UKI63","UKI6","UKI"
"KT7","UKJ25","UKJ2","UKJ"
"KT8","UKI75","UKI7","UKI"
"KT9","UKI63","UKI6","UKI"
"KW1","UKM61","UKM6","UKM"
"KW10","UKM61","UKM6","UKM"
"KW11","UKM61","UKM6","UKM"
"KW12","UKM61","UKM6","UKM"
"KW13","UKM61","UKM6","UKM"
"KW14","UKM61","UKM6","UKM"
"KW15","UKM65","UKM6","UKM"
"KW16","UKM65","UKM6","UKM"
"KW17","UKM65","UKM6","UKM"
"KW2","UKM61","UKM6","UKM"
"KW3","UKM61","UKM6","UKM"
"KW5","UKM61","UKM6","UKM"
"KW6","UKM61","UKM6","UKM"
"KW7","UKM61","UKM6","UKM"
"KW8","UKM61","UKM6","UKM"
"KW9","UKM61","UKM6","UKM"
"KY1","UKM22","UKM2","UKM"
"KY10","UKM22","UKM2","UKM"
"KY11","UKM22","UKM2","UKM"
"KY12","UKM22","UKM2","UKM"
"KY13","UKM27","UKM2","UKM"
"KY14","UKM22","UKM2","UKM"
"KY15","UKM22","UKM2","UKM"
"KY16","UKM22","UKM2","UKM"
"KY2","UKM22","UKM2","UKM"
"KY3","UKM22","UKM2","UKM"
"KY4","UKM22","UKM2","UKM"
"KY5","UKM22","UKM2","UKM"
"KY6","UKM22","UKM2","UKM"
"KY7","UKM22","UKM2","UKM"
"KY8","UKM22","UKM2","UKM"
"KY9","UKM22","UKM2","UKM"
"KY99","UKM22","UKM2","UKM"
"L1","UKD72","UKD7","UKD"
"L10","UKD72","UKD7","UKD"
"L11","UKD72","UKD7","UKD"
"L12","UKD72","UKD7","UKD"
"L13","UKD72","UKD7","UKD"
"L14","UKD72","UKD7","UKD"
"L15","UKD72","UKD7","UKD"
"L16","UKD72","UKD7","UKD"
"L17","UKD72","UKD7","UKD"
"L18","UKD72","UKD7","UKD"
"L19","UKD72","UKD7","UKD"
"L2","UKD72","UKD7","UKD"
"L20","UKD73","UKD7","UKD"
"L21","UKD73","UKD7","UKD"
"L22","UKD73","UKD7","UKD"
"L23","UKD73","UKD7","UKD"
"L24","UKD72","UKD7","UKD"
"L25","UKD72","UKD7","UKD"
"L26","UKD71","UKD7","UKD"
"L27","UKD72","UKD7","UKD"
"L28","UKD71","UKD7","UKD"
"L29","UKD73","UKD7","UKD"
"L3","UKD72","UKD7","UKD"
"L30","UKD73","UKD7","UKD"
"L31","UKD73","UKD7","UKD"
"L32","UKD71","UKD7","UKD"
"L33","UKD71","UKD7","UKD"
"L34","UKD71","UKD7","UKD"
"L35","UKD71","UKD7","UKD"
"L36","UKD71","UKD7","UKD"
"L37","UKD73","UKD7","UKD"
"L38","UKD73","UKD7","UKD"
"L39","UKD47","UKD4","UKD"
"L4","UKD72","UKD7","UKD"
"L40","UKD47","UKD4","UKD"
"L5","UKD72","UKD7","UKD"
"L6","UKD72","UKD7","UKD"
"L67","UKD72","UKD7","UKD"
"L68","UKD73","UKD7","UKD"
"L69","UKD72","UKD7","UKD"
"L7","UKD72","UKD7","UKD"
"L70","UKD72","UKD7","UKD"
"L71","UKD73","UKD7","UKD"
"L72","UKD73","UKD7","UKD"
"L73","UKD72","UKD7","UKD"
"L74","UKD72","UKD7","UKD"
"L75","UKD73","UKD7","UKD"
"L8","UKD72","UKD7","UKD"
"L80","UKD73","UKD7","UKD"
"L9","UKD72","UKD7","UKD"
"LA1","UKD44","UKD4","UKD"
"LA10","UKD12","UKD1","UKD"
"LA11","UKD12","UKD1","UKD"
"LA12","UKD12","UKD1","UKD"
"LA13","UKD11","UKD1","UKD"
"LA14","UKD11","UKD1","UKD"
"LA15","UKD11","UKD1","UKD"
"LA16","UKD11","UKD1","UKD"
"LA17","UKD12","UKD1","UKD"
"LA18","UKD11","UKD1","UKD"
"LA19","UKD11","UKD1","UKD"
"LA2","UKD44","UKD4","UKD"
"LA20","UKD11","UKD1","UKD"
"LA21","UKD12","UKD1","UKD"
"LA22","UKD12","UKD1","UKD"
"LA23","UKD12","UKD1","UKD"
"LA3","UKD44","UKD4","UKD"
"LA4","UKD44","UKD4","UKD"
"LA5","UKD44","UKD4","UKD"
"LA6","UKD44","UKD4","UKD"
"LA7","UKD12","UKD1","UKD"
"LA8","UKD12","UKD1","UKD"
"LA9","UKD12","UKD1","UKD"
"LD1","UKL24","UKL2","UKL"
"LD2","UKL24","UKL2","UKL"
"LD3","UKL24","UKL2","UKL"
"LD4","UKL24","UKL2","UKL"
"LD5","UKL24","UKL2","UKL"
"LD6","UKL24","UKL2","UKL"
"LD7","UKG22","UKG2","UKG"
"LD8","UKG11","UKG1","UKG"
"LE1","UKF21","UKF2","UKF"
"LE10","UKF22","UKF2","UKF"
"LE11","UKF22","UKF2","UKF"
"LE12","UKF22","UKF2","UKF"
"LE13","UKF22","UKF2","UKF"
"LE14","UKF22","UKF2","UKF"
"LE15","UKF22","UKF2","UKF"
"LE16","UKF22","UKF2","UKF"
"LE17","UKF22","UKF2","UKF"
"LE18","UKF22","UKF2","UKF"
"LE19","UKF22","UKF2","UKF"
"LE2","UKF21","UKF2","UKF"
"LE21","UKF21","UKF2","UKF"
"LE3","UKF21","UKF2","UKF"
"LE4","UKF21","UKF2","UKF"
"LE41","UKF22","UKF2","UKF"
